wcase,wsiter,a14,a15,a01,a03,a11,amt1,cont1,cpt1,dept1,domt1,jelt1,nat1,rct1,rdt1,subt1,AngMan_Cent,Interaction
30030,701, , ,0,20,13.3032903225806,19,17.2334465195246,20,25,21,22,12,15,15.3496143958869,16,-7.0753,0
30045,701, , ,0,18,13.3032903225806,31,17,16,16,13,20,7,17,11,10,4.9247,0
30060,701, , ,0,18,13.3032903225806,26.0753311258278,17.2334465195246,14,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,13,3.11258278173909E-005,0
30137,701, , ,0,18,13.3032903225806,24,21,18,17,19,21,8,14,16,16,-2.0753,0
30139,701, , ,0,18,13.3032903225806,21,9,14,8,16,24,7,18,21,15,-5.0753,0
30158,701, , ,0,20,13.3032903225806,26.0753311258278,17.2334465195246,15,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,12,3.11258278173909E-005,0
30159,701, , ,0,18,13.3032903225806,28,16,14,13,16,16,5,15,15,8,1.9247,0
30192,701, , ,0,18,13.3032903225806,27,18,15,14,17,20,8,18,17,8,.924700000000001,0
30243,701, , ,0,20,13.3032903225806,26.0753311258278,17.2334465195246,13,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,8,3.11258278173909E-005,0
30280,701, ,1,0,18,1,27,17.2334465195246,14,12,16,23,5,18,15.3496143958869,13.9993846153846,.924700000000001,0
30338,701, , ,0,19,13.3032903225806,26.0753311258278,17.2334465195246,15,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,11,3.11258278173909E-005,0
30369,701, , ,0,21,13.3032903225806,26.0753311258278,17.2334465195246,20,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,13,3.11258278173909E-005,0
30407,701, , ,0,18,13.3032903225806,26,11,10,8,12,15,7,23,9,18,-.0752999999999986,0
30438,701, , ,0,20,13.3032903225806,28,17,15,14,14,16,8,17,14,8,1.9247,0
30452,701, , ,0,20,13.3032903225806,21,20,15,23,14,26,11,19,20,20,-5.0753,0
30458,701, , ,0,18,13.3032903225806,24,18,13,15,13,9,6,16,17,13,-2.0753,0
30492,701, , ,0,18,13.3032903225806,34,9,8,10,12,17,4,22,11,9,7.9247,0
30505,701, ,0,0,18,13.3032903225806,26.0753311258278,17.2334465195246,19,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,17,3.11258278173909E-005,0
36,627, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,19,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,11,3.11258278173909E-005,3.11258278173909E-005
37,627, , ,1,21,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,9,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,12,3.11258278173909E-005,3.11258278173909E-005
129,627, , ,1,21,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,9,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,8,3.11258278173909E-005,3.11258278173909E-005
302,627, , ,1,21,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,14,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,18,3.11258278173909E-005,3.11258278173909E-005
2731,632, , ,1,23,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,8,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,8,3.11258278173909E-005,3.11258278173909E-005
2826,632, , ,1,19,13.3032903225806,25,22,17,11,19,21,9,15.6115351993215,18,9,-1.0753,-1.0753
2832,632, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,14,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,12,3.11258278173909E-005,3.11258278173909E-005
2833,632, , ,1,20.8234575442883,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,13.9993846153846,3.11258278173909E-005,3.11258278173909E-005
2960,632, , ,1,20,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,13,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,8,3.11258278173909E-005,3.11258278173909E-005
2962,632, , ,1,18,13.3032903225806,29,15,15,13,16,10,6,15.6115351993215,18,16,2.9247,2.9247
3038,632, , ,1,19,13.3032903225806,26,17,15,14,18,23,8,15.6115351993215,18,21,-.0752999999999986,-.0752999999999986
3479,632, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,17,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,14,3.11258278173909E-005,3.11258278173909E-005
3515,613, , ,1,20,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,13,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,8,3.11258278173909E-005,3.11258278173909E-005
3756,614, , ,1,20,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,24,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,21,3.11258278173909E-005,3.11258278173909E-005
3834,614, , ,1,20,13.3032903225806,27,13,13,11,17,16,5,15.6115351993215,20,17,.924700000000001,.924700000000001
3838,614, , ,1,19,13.3032903225806,27,17,14,12,18,16,7,15.6115351993215,17,16,.924700000000001,.924700000000001
3853,614, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,14,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,15,3.11258278173909E-005,3.11258278173909E-005
3869,614, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,13.9993846153846,3.11258278173909E-005,3.11258278173909E-005
3905,614, , ,1,19,13.3032903225806,29,19,15,13,19,16,7,15.6115351993215,16,15,2.9247,2.9247
3907,614, , ,1,20,8.5,22,23,21,24,16,18,11,17,19,13.9993846153846,-4.0753,-4.0753
3909,614, , ,1,20.8234575442883,.6,26.0753311258278,34,21,25,25,25,12,12,18,21,3.11258278173909E-005,3.11258278173909E-005
3914,614, , ,1,19,13.3032903225806,24,20,20,13,18,22,10,15.6115351993215,17,8,-2.0753,-2.0753
3920,614, , ,1,18,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,9,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,8,3.11258278173909E-005,3.11258278173909E-005
3922,614, , ,1,18,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,12,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,14,3.11258278173909E-005,3.11258278173909E-005
3925,614, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,8,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,13.9993846153846,3.11258278173909E-005,3.11258278173909E-005
10504,632, , ,1,19,13.3032903225806,23,27,24,18,21,23,12,15.6115351993215,19,16,-3.0753,-3.0753
10515,632, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,12,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,8,3.11258278173909E-005,3.11258278173909E-005
10536,632, , ,1,19,13.3032903225806,24,18,15,16,19,18,8,15.6115351993215,17,20,-2.0753,-2.0753
10539,632, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,13.9993846153846,3.11258278173909E-005,3.11258278173909E-005
10547,632, , ,1,19,13.3032903225806,24,22,17,20,18,22,9,15.6115351993215,24,20,-2.0753,-2.0753
10653,632, , ,1,20,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,19,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,14,3.11258278173909E-005,3.11258278173909E-005
10691,632, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,15,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,11,3.11258278173909E-005,3.11258278173909E-005
10713,632, , ,1,20.8234575442883,13.3032903225806,26,18,17,14,20,22,8,15.6115351993215,18,8,-.0752999999999986,-.0752999999999986
10762,632, , ,1,20,13.3032903225806,31,9,10,11,19,26,5,15.6115351993215,13,8,4.9247,4.9247
10763,632, , ,1,19,13.3032903225806,27,17.2334465195246,15.0244667503137,25,22,17,7.22775510204082,15.6115351993215,15.3496143958869,13.9993846153846,.924700000000001,.924700000000001
10765,632, , ,1,19,13.3032903225806,28,20,15.0244667503137,17,16.7000828500414,18,11,15.6115351993215,15.3496143958869,13.9993846153846,1.9247,1.9247
10900,632, , ,1,20,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,17,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,12,3.11258278173909E-005,3.11258278173909E-005
10906,632, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,15.0244667503137,15,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,8,3.11258278173909E-005,3.11258278173909E-005
30097,701, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,17,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,9,3.11258278173909E-005,3.11258278173909E-005
30143,701, , ,1,18,13.3032903225806,24,22,15,14,18,24,9,20,14,15,-2.0753,-2.0753
30178,701, , ,1,19,13.3032903225806,20,11,15,21,20,11,10,8,24,11,-6.0753,-6.0753
30195,701, , ,1,21,13.3032903225806,26.0753311258278,17.2334465195246,12,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,13,3.11258278173909E-005,3.11258278173909E-005
30208,701, , ,1,19,13.3032903225806,26.0753311258278,17.2334465195246,18,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,15,3.11258278173909E-005,3.11258278173909E-005
30220,701, , ,1,18,13.3032903225806,26.0753311258278,17.2334465195246,26,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,19,3.11258278173909E-005,3.11258278173909E-005
30243,701, , ,1,18,13.3032903225806,30,17,10,14,13,19,6,16,13,17,3.9247,3.9247
30263,701, , ,1,20,13.3032903225806,26.0753311258278,17.2334465195246,14,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,8,3.11258278173909E-005,3.11258278173909E-005
30341,701, , ,1,21,13.3032903225806,26.0753311258278,17.2334465195246,19,14.4806324110672,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,17,3.11258278173909E-005,3.11258278173909E-005
30463,701, , ,1,21,13.3032903225806,24,26,18,16,15,22,7,17,15,17,-2.0753,-2.0753
30498,701, , ,1,18,13.3032903225806,27,12,17,23,11,14,7,21,13,8,.924700000000001,.924700000000001
28,627,0,1,0,45,24,28,21,15,16,19,17,10,14,21,14,1.9247,0
35,627,0,1,0,23,4,28,18,13,13,17,20,6,15,18,8,1.9247,0
68,627,0,1,0,27,24,31,24,17,20,20,20,14,15.6115351993215,28,12,4.9247,0
108,627,0,1,0,19,4,29,9,13,8,12,15,8,19,8,8,2.9247,0
123,627,0,1,0,23,24,19,22,21,24,23,27,9,14,22,17,-7.0753,0
291,627,0,1,0,27,2,23,18,17,13,18,22,8,12,20,18,-3.0753,0
307,627,0,1,0,21,4,20,17.2334465195246,11,17,15,11,4,15,15.3496143958869,8,-6.0753,0
308,627,0,1,0,20.8234575442883,4,28,17.2334465195246,20,12,17,15,7,13,15.3496143958869,8,1.9247,0
330,627,0,1,0,21,18,27,12,12,10,15,28,6,19,8,13,.924700000000001,0
338,627,0,1,0,33,24,27,20,17,23,19,22,11,13,28,8,.924700000000001,0
378,627,0,1,0,23,18,27,21,13,16,16,16,6,11,21,12,.924700000000001,0
435,627,0,1,0,23,18,24,22,19,24,15,26,9,16,21,11,-2.0753,0
441,627,0,1,0,20,8.5,23,14,16,16,15,16,5,19,9,11,-3.0753,0
2709,632,0,1,0,19,13.3032903225806,27,10,17,14.4806324110672,16,22,7.22775510204082,19,13,8,.924700000000001,0
2714,632,0,1,0,19,18,29,17,10,10,15,22,5,21,11,8,2.9247,0
2727,632,0,1,0,18,24,24,14,14,11,17,19,6,22,9,8,-2.0753,0
2761,632,0,1,0,20,2,29,15,11,17,17,14,8,12,24,8,2.9247,0
2777,632,0,1,0,19,2,24,15,15,15,17,24,7,13,19,8,-2.0753,0
2786,632,0,1,0,19,8.5,24,20,20,26,17,29,9,11,19,18,-2.0753,0
2787,632,0,1,0,19,2,25,17.2334465195246,13,14,19,19,4,13,14,15,-1.0753,0
2808,632,0,1,0,23,24,27,9,10,8,13,11,4,17,9,8,.924700000000001,0
2849,632,0,1,0,19,2,29,17.2334465195246,14,9,17,22,7,13,15.3496143958869,11,2.9247,0
2951,632,0,1,0,27,8.5,27,19,14,16,20,21,8,13,25,17,.924700000000001,0
2956,632,0,1,0,19,4,23,20,17,15,17,23,9,16,20,10,-3.0753,0
2961,632,0,1,0,20,8.5,29,12,12,17,18,15,6,14,15.3496143958869,8,2.9247,0
2979,632,0,1,0,23,2,25,18,16,14,16,23,7,12,18,8,-1.0753,0
3024,632,0,1,0,19,12,25,24,16,15,17,20,6,18,11,8,-1.0753,0
3033,632,0,1,0,20,8.5,29,13,15,12,15,24,5,16,13,8,2.9247,0
3072,632,0,1,0,20,18,27,13,12,9,18,22,5,21,10,17,.924700000000001,0
3073,632,0,1,0,19,2,23,22,19,17,23,19,9,15,21,21,-3.0753,0
3077,632,0,1,0,19,1,26,20,19,11,20,19,11,15,19,10,-.0752999999999986,0
3084,632,0,1,0,19,24,24,17.2334465195246,14,15,20,24,8,15,15.3496143958869,8,-2.0753,0
3110,632,0,1,0,19,4,27,16,11,21,13,10,4,21,23,10,.924700000000001,0
3121,632,0,1,0,19,4,25,17,15,12,19,17,8,13,17,15,-1.0753,0
3130,632,0,0,0,19,12,23,14,13,11,18,13,7,11,20,8,-3.0753,0
3193,632,0,1,0,20,2,23,21,18,12,16,21,11,15,13,15,-3.0753,0
3347,632,0,1,0,21,1,28,18,15,12,18,16,7,13,16,13,1.9247,0
3348,632,0,1,0,19,2,27,19,18,16,18,16,8,16,18,18,.924700000000001,0
3361,632,0,1,0,21,12,25,12,16,16,17,20,6,11,25,8,-1.0753,0
3439,632,0,1,0,20,13.3032903225806,27,16,14,14,25,23,6,16,17,8,.924700000000001,0
3454,632,0,1,0,20,24,21,20,18,16,20,19.6080066722269,9,16,15.3496143958869,14,-5.0753,0
3455,632,0,1,0,20,8.5,20,19,21,16,20,24,10,17,24,13,-6.0753,0
3456,632,0,1,0,18,8.5,30,12,16,14.4806324110672,15,25,6,17,15.3496143958869,8,3.9247,0
3509,613,0,1,0,18,1,27,18,16,16,18,17,8,15,16,14,.924700000000001,0
3523,613,0,1,0,19,2,26.0753311258278,15,16,15,18,19,8,11,15.3496143958869,9,3.11258278173909E-005,0
3526,613,0,1,0,19,8.5,23,17.2334465195246,18,17,22,19,10,14,15.3496143958869,9,-3.0753,0
3528,613,0,1,0,18,2,28,17,13,11,19,19,7,14,19,15,1.9247,0
3529,613,0,1,0,19,2,28,14,14,10,14,18,8,16,12,18,1.9247,0
3534,613,0,1,0,19,4,24,15,16,19,19,17,8,17,18,10,-2.0753,0
3538,613,0,1,0,33,24,26,12,10,12,17,22,5,21,10,8,-.0752999999999986,0
3572,613,0,1,0,18,4,25,18,18,16,20,17,8,15,18,17,-1.0753,0
3617,613,0,1,0,19,2,25,18,16,13,18,21,9,15,15.3496143958869,12,-1.0753,0
3629,613,0,1,0,18,18,24,11,12,18,14,22,5,19,15.3496143958869,8,-2.0753,0
3630,613,0,1,0,20,1,25,15,13,10,16,21,9,13,17,14,-1.0753,0
3649,613,0,1,0,18,4,28,17.2334465195246,12,16,17,18,7,17,9,12,1.9247,0
3671,613,0,1,0,19,2,25,18,15,14,20,24,6,16,18,17,-1.0753,0
3672,613,0,1,0,18,.6,26,16,16,10,15,18,8,11,14,20,-.0752999999999986,0
3674,613,0,1,0,23,4,26,19,16,14,17,23,8,14,19,14,-.0752999999999986,0
3680,613,0,1,0,18,4,21,24,19,25,20,21,9,14,19,18,-5.0753,0
3684,613,0,1,0,20,4,26,16,11,13,19,23,6,17,9,11,-.0752999999999986,0
3685,613,0,0,0,18,.6,27,17.2334465195246,15.0244667503137,27,16.7000828500414,19.6080066722269,7.22775510204082,15.6115351993215,15.3496143958869,13.9993846153846,.924700000000001,0
3693,613,0,1,0,18,1,21,17.2334465195246,22,28,18,19.6080066722269,10,15.6115351993215,22,8,-5.0753,0
3711,613,0,1,0,27,2,27,14,14,10,15,22,5,16,10,8,.924700000000001,0
3726,613,0,1,0,23,2,27,19,14,11,16,23,7,12,17,14,.924700000000001,0
3738,613,0,1,0,18,4,24,17.2334465195246,23,18,18,19.6080066722269,7,14,15.3496143958869,18,-2.0753,0
3739,613,0,1,0,21,2,26.0753311258278,11,13,10,14,19.6080066722269,5,15,15.3496143958869,8,3.11258278173909E-005,0
3746,614,0,1,0,19,12,22,16,20,24,16.7000828500414,23,8,18,16,16,-4.0753,0
3750,614,0,1,0,19,4,24,20,15,15,22,15,8,16,23,18,-2.0753,0
3754,614,0,1,0,19,2,25,21,21,19,21,21,10,11,20,17,-1.0753,0
3760,614,0,1,0,19,4,23,12,12,17,17,17,6,13,19,10,-3.0753,0
3761,614,0,1,0,19,.6,22,13,12,19,19,14,8,13,23,11,-4.0753,0
3791,614,0,1,0,19,2,27,20,19,12,15,24,7,13,15,19,.924700000000001,0
